,estado,edad,cuenta
932,Quintana Roo,58.0,362
933,Quintana Roo,59.0,344
934,Quintana Roo,60.0,331
935,Quintana Roo,61.0,265
936,Quintana Roo,62.0,271
937,Quintana Roo,63.0,240
938,Quintana Roo,64.0,195
939,Quintana Roo,65.0,189
940,Quintana Roo,66.0,166
941,Quintana Roo,67.0,161
942,Quintana Roo,68.0,110
943,Quintana Roo,69.0,86
944,San Luis Potosí,27.0,2
945,San Luis Potosí,29.0,1
946,San Luis Potosí,30.0,1
947,San Luis Potosí,31.0,1
948,San Luis Potosí,32.0,1
949,San Luis Potosí,34.0,3
950,San Luis Potosí,35.0,3
951,San Luis Potosí,36.0,9
952,San Luis Potosí,37.0,4
953,San Luis Potosí,38.0,17
954,San Luis Potosí,39.0,25
955,San Luis Potosí,40.0,590
956,San Luis Potosí,41.0,657
957,San Luis Potosí,42.0,624
958,San Luis Potosí,43.0,697
959,San Luis Potosí,44.0,681
960,San Luis Potosí,45.0,720
961,San Luis Potosí,46.0,691
962,San Luis Potosí,47.0,728
963,San Luis Potosí,48.0,688
964,San Luis Potosí,49.0,655
965,San Luis Potosí,50.0,669
966,San Luis Potosí,51.0,578
967,San Luis Potosí,52.0,604
968,San Luis Potosí,53.0,587
969,San Luis Potosí,54.0,562
970,San Luis Potosí,55.0,511
971,San Luis Potosí,56.0,513
972,San Luis Potosí,57.0,475
973,San Luis Potosí,58.0,401
974,San Luis Potosí,59.0,441
975,San Luis Potosí,60.0,380
976,San Luis Potosí,61.0,331
977,San Luis Potosí,62.0,323
978,San Luis Potosí,63.0,275
979,San Luis Potosí,64.0,231
980,San Luis Potosí,65.0,203
981,San Luis Potosí,66.0,189
982,San Luis Potosí,67.0,164
983,San Luis Potosí,68.0,132
984,San Luis Potosí,69.0,117
985,Sinaloa,30.0,2
986,Sinaloa,31.0,1
987,Sinaloa,32.0,2
988,Sinaloa,33.0,3
989,Sinaloa,34.0,2
990,Sinaloa,35.0,4
991,Sinaloa,36.0,1
992,Sinaloa,37.0,5
993,Sinaloa,38.0,16
994,Sinaloa,39.0,25
995,Sinaloa,40.0,259
996,Sinaloa,41.0,344
997,Sinaloa,42.0,401
998,Sinaloa,43.0,443
999,Sinaloa,44.0,495
1000,Sinaloa,45.0,511
1001,Sinaloa,46.0,469
1002,Sinaloa,47.0,518
1003,Sinaloa,48.0,498
1004,Sinaloa,49.0,473
1005,Sinaloa,50.0,467
1006,Sinaloa,51.0,470
1007,Sinaloa,52.0,472
1008,Sinaloa,53.0,463
1009,Sinaloa,54.0,432
1010,Sinaloa,55.0,463
1011,Sinaloa,56.0,392
1012,Sinaloa,57.0,377
1013,Sinaloa,58.0,376
1014,Sinaloa,59.0,326
1015,Sinaloa,60.0,338
1016,Sinaloa,61.0,310
1017,Sinaloa,62.0,223
1018,Sinaloa,63.0,229
1019,Sinaloa,64.0,231
1020,Sinaloa,65.0,199
1021,Sinaloa,66.0,169
1022,Sinaloa,67.0,168
1023,Sinaloa,68.0,133
1024,Sinaloa,69.0,152
1025,Sonora,26.0,1
1026,Sonora,27.0,1
1027,Sonora,28.0,4
1028,Sonora,29.0,3
1029,Sonora,31.0,2
1030,Sonora,32.0,3
1031,Sonora,33.0,1
1032,Sonora,34.0,7
1033,Sonora,35.0,13
1034,Sonora,36.0,13
1035,Sonora,37.0,19
1036,Sonora,38.0,27
1037,Sonora,39.0,43
1038,Sonora,40.0,218
1039,Sonora,41.0,229
1040,Sonora,42.0,243
1041,Sonora,43.0,273
1042,Sonora,44.0,289
1043,Sonora,45.0,299
1044,Sonora,46.0,278
1045,Sonora,47.0,310
1046,Sonora,48.0,295
1047,Sonora,49.0,296
1048,Sonora,50.0,289
1049,Sonora,51.0,317
1050,Sonora,52.0,274
1051,Sonora,53.0,302
1052,Sonora,54.0,291
1053,Sonora,55.0,227
1054,Sonora,56.0,237
1055,Sonora,57.0,229
1056,Sonora,58.0,211
1057,Sonora,59.0,236
1058,Sonora,60.0,203
1059,Sonora,61.0,176
1060,Sonora,62.0,151
1061,Sonora,63.0,155
1062,Sonora,64.0,142
1063,Sonora,65.0,113
1064,Sonora,66.0,95
1065,Sonora,67.0,75
1066,Sonora,68.0,57
1067,Sonora,69.0,74
1068,Tabasco,30.0,2
1069,Tabasco,31.0,1
1070,Tabasco,33.0,2
1071,Tabasco,34.0,2
1072,Tabasco,35.0,3
1073,Tabasco,36.0,4
1074,Tabasco,37.0,10
1075,Tabasco,38.0,8
1076,Tabasco,39.0,14
1077,Tabasco,40.0,926
1078,Tabasco,41.0,1084
1079,Tabasco,42.0,1123
1080,Tabasco,43.0,1067
1081,Tabasco,44.0,1114
1082,Tabasco,45.0,1024
1083,Tabasco,46.0,1005
1084,Tabasco,47.0,1048
1085,Tabasco,48.0,968
1086,Tabasco,49.0,918
1087,Tabasco,50.0,895
1088,Tabasco,51.0,853
1089,Tabasco,52.0,826
1090,Tabasco,53.0,770
1091,Tabasco,54.0,789
1092,Tabasco,55.0,713
1093,Tabasco,56.0,679
1094,Tabasco,57.0,659
1095,Tabasco,58.0,606
1096,Tabasco,59.0,550
1097,Tabasco,60.0,515
1098,Tabasco,61.0,412
1099,Tabasco,62.0,400
1100,Tabasco,63.0,358
1101,Tabasco,64.0,339
1102,Tabasco,65.0,276
1103,Tabasco,66.0,240
1104,Tabasco,67.0,179
1105,Tabasco,68.0,183
1106,Tabasco,69.0,149
1107,Tamaulipas,28.0,2
1108,Tamaulipas,29.0,2
1109,Tamaulipas,30.0,2
1110,Tamaulipas,31.0,3
1111,Tamaulipas,32.0,5
1112,Tamaulipas,33.0,5
1113,Tamaulipas,34.0,2
1114,Tamaulipas,35.0,16
1115,Tamaulipas,36.0,14
1116,Tamaulipas,37.0,25
1117,Tamaulipas,38.0,19
1118,Tamaulipas,39.0,70
1119,Tamaulipas,40.0,653
1120,Tamaulipas,41.0,654
1121,Tamaulipas,42.0,688
1122,Tamaulipas,43.0,765
1123,Tamaulipas,44.0,790
1124,Tamaulipas,45.0,817
1125,Tamaulipas,46.0,891
1126,Tamaulipas,47.0,904
1127,Tamaulipas,48.0,841
1128,Tamaulipas,49.0,861
1129,Tamaulipas,50.0,935
1130,Tamaulipas,51.0,806
1131,Tamaulipas,52.0,799
1132,Tamaulipas,53.0,775
1133,Tamaulipas,54.0,751
1134,Tamaulipas,55.0,764
1135,Tamaulipas,56.0,708
1136,Tamaulipas,57.0,683
1137,Tamaulipas,58.0,616
1138,Tamaulipas,59.0,591
1139,Tamaulipas,60.0,568
1140,Tamaulipas,61.0,495
1141,Tamaulipas,62.0,448
1142,Tamaulipas,63.0,359
1143,Tamaulipas,64.0,352
1144,Tamaulipas,65.0,309
1145,Tamaulipas,66.0,292
1146,Tamaulipas,67.0,213
1147,Tamaulipas,68.0,199
1148,Tamaulipas,69.0,172
1149,Tlaxcala,25.0,2
1150,Tlaxcala,27.0,2
1151,Tlaxcala,29.0,1
1152,Tlaxcala,30.0,1
1153,Tlaxcala,31.0,1
1154,Tlaxcala,32.0,1
1155,Tlaxcala,33.0,1
1156,Tlaxcala,35.0,2
1157,Tlaxcala,37.0,2
1158,Tlaxcala,38.0,10
1159,Tlaxcala,39.0,12
1160,Tlaxcala,40.0,220
1161,Tlaxcala,41.0,364
1162,Tlaxcala,42.0,368
1163,Tlaxcala,43.0,454
1164,Tlaxcala,44.0,425
1165,Tlaxcala,45.0,425
1166,Tlaxcala,46.0,435
1167,Tlaxcala,47.0,440
1168,Tlaxcala,48.0,418
1169,Tlaxcala,49.0,375
1170,Tlaxcala,50.0,402
1171,Tlaxcala,51.0,404
1172,Tlaxcala,52.0,365
1173,Tlaxcala,53.0,299
1174,Tlaxcala,54.0,323
1175,Tlaxcala,55.0,332
1176,Tlaxcala,56.0,270
1177,Tlaxcala,57.0,257
1178,Tlaxcala,58.0,245
1179,Tlaxcala,59.0,221
1180,Tlaxcala,60.0,207
1181,Tlaxcala,61.0,191
1182,Tlaxcala,62.0,176
1183,Tlaxcala,63.0,154
1184,Tlaxcala,64.0,135
1185,Tlaxcala,65.0,112
1186,Tlaxcala,66.0,84
1187,Tlaxcala,67.0,65
1188,Tlaxcala,68.0,60
1189,Tlaxcala,69.0,41
1190,Veracruz,29.0,3
1191,Veracruz,30.0,1
1192,Veracruz,31.0,2
1193,Veracruz,32.0,2
1194,Veracruz,33.0,2
1195,Veracruz,34.0,2
1196,Veracruz,35.0,1
1197,Veracruz,36.0,5
1198,Veracruz,37.0,8
1199,Veracruz,38.0,14
1200,Veracruz,39.0,26
1201,Veracruz,40.0,795
1202,Veracruz,41.0,1053
1203,Veracruz,42.0,1061
1204,Veracruz,43.0,1071
1205,Veracruz,44.0,1109
1206,Veracruz,45.0,1160
1207,Veracruz,46.0,1148
1208,Veracruz,47.0,1159
1209,Veracruz,48.0,1088
1210,Veracruz,49.0,1122
1211,Veracruz,50.0,1073
1212,Veracruz,51.0,981
1213,Veracruz,52.0,976
1214,Veracruz,53.0,934
1215,Veracruz,54.0,855
1216,Veracruz,55.0,886
1217,Veracruz,56.0,794
1218,Veracruz,57.0,736
1219,Veracruz,58.0,671
1220,Veracruz,59.0,588
1221,Veracruz,60.0,608
1222,Veracruz,61.0,543
1223,Veracruz,62.0,487
1224,Veracruz,63.0,459
1225,Veracruz,64.0,426
1226,Veracruz,65.0,318
1227,Veracruz,66.0,268
1228,Veracruz,67.0,248
1229,Veracruz,68.0,210
1230,Veracruz,69.0,172
1231,Yucatán,30.0,1
1232,Yucatán,32.0,1
1233,Yucatán,34.0,2
1234,Yucatán,35.0,1
1235,Yucatán,36.0,1
1236,Yucatán,38.0,2
1237,Yucatán,39.0,3
1238,Yucatán,40.0,421
1239,Yucatán,41.0,627
1240,Yucatán,42.0,683
1241,Yucatán,43.0,691
1242,Yucatán,44.0,705
1243,Yucatán,45.0,694
1244,Yucatán,46.0,705
1245,Yucatán,47.0,657
1246,Yucatán,48.0,636
1247,Yucatán,49.0,600
1248,Yucatán,50.0,573
1249,Yucatán,51.0,547
1250,Yucatán,52.0,573
1251,Yucatán,53.0,578
1252,Yucatán,54.0,510
1253,Yucatán,55.0,444
1254,Yucatán,56.0,405
1255,Yucatán,57.0,378
1256,Yucatán,58.0,372
1257,Yucatán,59.0,370
1258,Yucatán,60.0,322
1259,Yucatán,61.0,296
1260,Yucatán,62.0,237
1261,Yucatán,63.0,222
1262,Yucatán,64.0,220
1263,Yucatán,65.0,189
1264,Yucatán,66.0,167
1265,Yucatán,67.0,133
1266,Yucatán,68.0,122
1267,Yucatán,69.0,103
1268,Zacatecas,26.0,2
1269,Zacatecas,27.0,2
1270,Zacatecas,29.0,1
1271,Zacatecas,31.0,1
1272,Zacatecas,32.0,2
1273,Zacatecas,33.0,2
1274,Zacatecas,34.0,6
1275,Zacatecas,35.0,7
1276,Zacatecas,36.0,12
1277,Zacatecas,37.0,13
1278,Zacatecas,38.0,25
1279,Zacatecas,39.0,82
1280,Zacatecas,40.0,580
1281,Zacatecas,41.0,659
1282,Zacatecas,42.0,677
1283,Zacatecas,43.0,683
1284,Zacatecas,44.0,670
1285,Zacatecas,45.0,755
1286,Zacatecas,46.0,718
1287,Zacatecas,47.0,725
1288,Zacatecas,48.0,716
1289,Zacatecas,49.0,668
1290,Zacatecas,50.0,725
1291,Zacatecas,51.0,684
1292,Zacatecas,52.0,639
1293,Zacatecas,53.0,626
1294,Zacatecas,54.0,538
1295,Zacatecas,55.0,524
1296,Zacatecas,56.0,523
1297,Zacatecas,57.0,419
1298,Zacatecas,58.0,462
1299,Zacatecas,59.0,438
1300,Zacatecas,60.0,361
1301,Zacatecas,61.0,287
1302,Zacatecas,62.0,326
1303,Zacatecas,63.0,262
1304,Zacatecas,64.0,233
1305,Zacatecas,65.0,179
1306,Zacatecas,66.0,186
1307,Zacatecas,67.0,160
1308,Zacatecas,68.0,141
1309,Zacatecas,69.0,105
