,Estado,Año,PIB en miles de pesos,Total gasto público en salud,Subtotal no asegurados,Gasto administrativo SSA,Aportaciones federales,Gasto estatal en salud,Subtotal asegurados,IMSS,ISSSTE,Cuotas de recuperación,Primas de seguros médicos,Total gasto en salud % PIB,Total gasto en salud % gasto público,Gasto en salud asegurados per cápita,Gasto en salud no asegurados per cápita,Total gasto en salud per cápita,Aportación federal % no asegurados
411,México,2012-01-01,1559465849.71,60943056.31,33655221.19,19202206.18,8856940.54,5444922.16,27287835.12,19836315.46,1179879.3,207527.71,3062383.76,3.9,36.0,3860.76,3723.55,3783.75,83.8
412,Michoacán de Ocampo,2012-01-01,417696238.64,14786005.47,8216744.57,4571848.99,2563344.5,166740.36,6569260.9,5424234.68,1051934.06,82128.3,332304.5,3.5,25.3,4540.56,2695.84,3289.63,98.0
413,Morelos,2012-01-01,206070693.15,8151260.04,3767291.35,2281324.08,1320605.12,165362.15,4383968.69,3595419.72,708944.19,31936.59,350355.59,4.0,28.6,5838.78,3424.89,4404.15,95.6
414,Nayarit,2012-01-01,118770119.56,5473027.97,2923296.32,1104789.86,1359835.21,272580.14,2549731.65,2143024.87,406706.78,28981.72,73502.95,4.6,21.1,4742.99,4731.26,4736.72,90.7
415,Nuevo León,2012-01-01,1329988196.92,24215576.12,5107465.07,2445398.05,2365364.08,296702.95,19108111.05,16026247.92,915855.1,59854.97,7060708.27,1.8,27.1,5708.64,3356.6,4973.58,94.2
416,Oaxaca,2012-01-01,298427126.08,14854771.02,11239947.39,5901969.26,3232232.69,657029.79,3614823.63,2369420.75,868252.19,43651.85,74993.27,5.0,20.9,3477.01,3887.65,3779.04,94.2
417,Puebla,2012-01-01,617747580.83,19176313.68,10558029.95,6860305.09,2462561.69,275298.3,8618283.73,7524853.64,848920.36,20199.28,886071.14,3.1,24.6,4972.9,2473.12,3194.9,97.4
418,Querétaro de Arteaga,2012-01-01,373828846.13,7268894.49,3630179.2,1783354.45,1571977.08,274847.68,3638715.28,3166340.32,347057.31,56874.14,981164.98,1.9,24.7,3688.53,3918.98,3800.13,92.4
419,Quintana Roo,2012-01-01,256113590.74,6854078.08,3158243.34,1012641.97,1327425.86,818175.51,3695834.74,3336987.54,358847.19,53178.39,330870.91,2.7,30.5,4480.83,5132.82,4759.4,74.1
420,San Luis Potosí,2012-01-01,356379703.6,10449362.41,5514753.47,2834342.95,1676734.16,460799.16,4934608.93,4086462.92,636992.56,128477.14,602245.57,2.9,20.1,4145.82,3713.51,3905.84,91.6
421,Sinaloa,2012-01-01,389984308.39,12984508.63,5525294.93,2043972.33,2261814.61,930966.54,7459213.69,6392221.42,936719.75,118792.21,471032.24,3.3,21.0,4684.27,4207.01,4468.56,83.2
422,Sonora,2012-01-01,585928802.49,17930650.31,4594755.25,1535665.66,2126929.53,932160.06,13335895.06,7626819.58,687320.78,124830.29,867148.45,3.1,26.3,7911.65,4087.12,6381.46,79.7
423,Tabasco,2012-01-01,710831298.97,12794045.59,8664836.73,3733503.59,2162639.3,2768693.84,4129208.86,2177351.09,343906.62,63250.33,283909.85,1.8,8.6,4996.11,5844.4,5540.78,68.1
424,Tamaulipas,2012-01-01,554647563.97,17371914.82,7790942.65,3387767.54,2596643.16,1400395.5,9580972.18,6963236.47,1070349.52,42479.33,1211114.67,3.1,16.1,5037.05,5134.95,5080.49,82.0
425,Tlaxcala,2012-01-01,105670317.08,5277813.47,3465961.77,1952158.93,1170826.02,342976.81,1811851.7,1525155.23,286696.47,19232.03,29643.72,5.0,30.4,4866.5,4066.47,4309.7,90.1
426,Veracruz de Ignacio de la Llave,2012-01-01,932759061.68,31463600.69,15825353.81,8792913.46,4959858.54,777869.86,15638246.88,11083677.44,1557291.65,88953.54,516886.26,3.4,11.4,5671.4,3102.27,4003.72,95.1
427,Yucatán,2012-01-01,250881177.15,11027352.57,4831989.16,2077788.25,1798754.04,533893.38,6195363.41,5257496.96,702590.77,21685.09,515763.2,4.4,24.3,6076.55,4750.56,5414.34,89.0
428,Zacatecas,2012-01-01,189062482.94,6475552.89,3863620.28,1462200.76,1689376.2,241004.4,2611932.61,2201957.85,409974.76,17344.43,54676.05,3.4,24.4,4522.47,4028.26,4214.0,93.8
429,Estados Unidos Mexicanos,2013-01-01,18775884576.64,604868617.15,267996322.75,137145215.59,78068452.78,32549176.05,336872294.4,240606303.39,57482005.98,6172450.1,48824091.32,3.2,15.7,6326.13,4113.9,5108.9,87.9
430,Aguascalientes,2013-01-01,199350021.35,6957101.79,3168163.65,1019438.76,1361859.27,786865.61,3788938.14,3265298.01,412697.46,131814.17,380837.21,3.5,28.5,5596.87,5507.06,5555.61,75.2
431,Baja California,2013-01-01,536987005.13,20392449.58,4190946.55,2207348.34,1847214.59,47286.95,16201503.03,9066600.02,867731.31,20861.21,1158602.59,3.8,30.8,7782.09,3225.83,6031.34,98.9
432,Baja California Sur,2013-01-01,132685442.3,4818491.8,1646314.17,517474.31,883846.68,244993.19,3172177.63,2435551.55,736626.08,47039.43,145847.61,3.6,17.0,7317.85,5782.4,6709.16,85.1
433,Campeche,2013-01-01,831778233.42,5389171.21,2743124.57,898447.24,1329147.09,310762.29,2646046.64,1618475.68,332891.21,23867.26,91698.92,0.6,3.8,6338.78,5926.45,6121.98,88.7
434,Coahuila de Zaragoza,2013-01-01,620826695.54,13010196.96,3300562.26,1382512.06,1303340.13,325169.13,9709634.69,8684892.5,977962.34,34128.33,1349382.19,2.1,22.6,4836.22,3740.36,4501.63,90.1
435,Colima,2013-01-01,105456629.92,3975451.75,1923213.62,699671.33,1195586.76,27955.53,2052238.12,1761871.52,290366.6,11304.39,127670.43,3.8,9.5,5242.99,6267.19,5693.08,98.5
436,Chiapas,2013-01-01,324049878.84,18678276.35,13476129.63,8152144.15,3458282.59,77436.65,5202146.73,3011743.51,830629.87,1542.39,178864.25,5.8,19.8,4670.05,3364.62,3648.68,99.4
437,Chihuahua,2013-01-01,549405110.42,17840870.57,7113697.47,2800441.51,2041691.46,1868595.21,10727173.09,9702284.31,927679.47,82567.03,1472604.31,3.2,25.0,4979.71,4800.74,4906.78,73.7
438,Distrito Federal,2013-01-01,3083406528.17,115236020.81,33019296.64,21352210.18,3980088.1,7274765.89,82216724.16,48159403.7,29914442.78,19363.58,20375922.73,3.7,8.5,16505.39,8439.35,12956.98,78.0
439,Durango,2013-01-01,218074152.49,8206612.03,3814036.27,1460509.47,1783643.36,159517.48,4392575.76,3523242.15,792699.65,46910.81,197041.71,3.8,17.8,4743.0,4753.81,4748.02,95.8
440,Guanajuato,2013-01-01,685848329.16,22580607.91,12578759.02,8634575.14,2548792.19,1395391.69,10001848.89,8119371.73,1280786.23,45951.04,940430.38,3.3,25.6,4369.99,3666.26,3947.86,88.9
441,Guerrero,2013-01-01,252400931.3,13551027.37,8778725.07,4680433.45,3667099.99,339346.6,4772302.3,3586717.18,1185585.11,121146.71,96511.24,5.4,19.1,5925.24,3229.33,3845.51,96.1
442,Hidalgo,2013-01-01,266440740.14,10665726.63,6720339.31,3333074.47,2525460.68,218093.98,3945387.32,2916788.85,675127.17,300485.68,168888.74,4.0,14.1,4214.71,3593.31,3800.59,96.8
443,Jalisco,2013-01-01,1174939764.81,32602277.16,12113079.62,5976147.03,4211811.74,1925120.85,20489197.54,18861836.17,1438764.7,9167.33,3644210.31,2.8,30.3,5211.0,3178.96,4210.93,84.1
444,México,2013-01-01,1574717923.32,63301812.65,33880787.68,19477577.38,8800131.58,5448775.79,29421024.97,20817318.08,1589335.92,154135.69,3135481.32,4.0,33.2,4092.48,3692.66,3868.31,83.9
445,Michoacán de Ocampo,2013-01-01,414647312.76,16058838.49,8090126.38,4637411.99,2493103.01,41573.74,7968712.12,6474500.44,1399248.79,63500.41,358421.77,3.9,24.3,5454.9,2636.01,3545.06,99.5
446,Morelos,2013-01-01,210084176.28,8316328.98,3928343.69,2314039.65,1432698.61,181605.43,4387985.29,3306292.93,995718.91,36326.46,355653.41,4.0,25.0,5765.82,3529.02,4437.3,95.4
447,Nayarit,2013-01-01,119535224.35,5561078.21,2896847.9,1120633.24,1335183.56,257312.78,2664230.31,2183455.48,480774.84,24416.56,77157.7,4.7,21.8,4846.13,4608.13,4719.17,91.1
448,Nuevo León,2013-01-01,1297697694.23,24491934.15,5098322.36,2480466.56,2314036.59,303819.22,19393611.79,15932663.32,1237153.18,36279.66,7420269.69,1.9,24.8,5699.66,3313.9,4956.82,94.0
449,Oaxaca,2013-01-01,283204930.0,14677034.75,10924690.13,5986607.08,3220602.81,294471.45,3752344.62,2355751.64,1014260.4,51511.8,85383.45,5.2,19.2,3575.14,3754.87,3707.22,97.3
450,Puebla,2013-01-01,598967175.35,19934223.87,11239937.77,6958685.98,3049709.78,278805.74,8694286.1,7445176.41,1035629.95,40204.47,937862.13,3.3,23.1,4954.7,2606.15,3285.35,97.5
451,Querétaro de Arteaga,2013-01-01,369111085.95,7692909.98,3693493.76,1808928.81,1529934.11,354630.83,3999416.22,3410541.76,470930.72,106551.93,1022488.86,2.1,23.6,3979.08,3934.36,3957.48,90.4
452,Quintana Roo,2013-01-01,259854087.42,7136661.6,3413994.78,1027163.93,1287938.33,1098892.52,3722666.82,3328975.94,393690.88,51274.97,429221.84,2.7,27.8,4367.9,5396.08,4805.96,67.8
453,San Luis Potosí,2013-01-01,355161401.94,11214131.26,6004176.81,2874989.14,1725921.79,832005.23,5209954.45,4194402.6,806601.6,79754.87,635250.24,3.2,20.4,4322.28,4011.41,4150.08,86.1
454,Sinaloa,2013-01-01,385384307.71,13746570.61,5798098.87,2073284.19,2269934.15,1171459.61,7948471.75,6590089.97,1231679.92,115360.68,483749.14,3.6,19.7,4935.95,4385.89,4687.96,79.8
455,Sonora,2013-01-01,588653810.19,19891414.88,4616228.08,1557687.98,2028151.51,1030388.59,15275186.8,9385202.01,881865.26,319518.82,903537.94,3.4,26.6,8916.33,4055.4,6975.87,77.7
456,Tabasco,2013-01-01,638615211.93,13340132.0,8771864.39,3787044.32,2225007.02,2759813.05,4568267.61,2437746.45,466700.44,35264.72,243323.68,2.1,6.5,5452.51,5860.94,5714.36,68.5
457,Tamaulipas,2013-01-01,545888296.27,17914475.13,7673991.76,3436350.19,2577991.49,1339078.81,10240483.37,7435533.67,1226216.88,158778.23,1242686.3,3.3,16.7,5308.34,5008.46,5175.6,82.6
458,Tlaxcala,2013-01-01,101113896.28,5395575.7,3496616.01,1980154.02,1215833.27,300628.71,1898959.7,1559209.85,339749.85,14988.7,31707.38,5.3,28.1,5018.37,4045.45,4341.7,91.4
459,Veracruz de Ignacio de la Llave,2013-01-01,901302783.89,32051604.77,15722163.68,8919009.18,4929963.72,564082.02,16329441.09,11389710.11,1826782.37,44388.11,535211.44,3.6,11.9,5861.8,3060.3,4045.29,96.4
460,Yucatán,2013-01-01,248913710.43,11915569.25,5390182.32,2107584.94,1762528.45,1070019.23,6525386.93,5446132.07,879823.49,36527.21,533525.24,4.8,21.7,6302.44,5239.41,5772.62,80.1
461,Zacatecas,2013-01-01,169402958.84,6676675.79,3935299.43,1483169.58,1731918.35,220512.26,2741376.36,2199523.76,541852.6,12806.88,52086.89,3.9,21.8,4693.83,4073.21,4307.04,94.4
462,Estados Unidos Mexicanos,2014-01-01,19366099606.27,580581555.94,270396100.76,133912347.73,81009431.05,35423953.58,310185455.18,221207210.01,52431231.57,6528108.17,55050569.7,3.0,14.5,5749.72,4111.53,4849.77,86.9
463,Aguascalientes,2014-01-01,218020423.96,6456485.1,2798250.73,781742.31,1425551.81,590956.61,3658234.38,3010527.95,525491.64,170011.14,439230.19,3.0,24.9,5319.55,4804.05,5083.15,78.9
464,Baja California,2014-01-01,551867873.51,15636377.83,4077196.99,2045338.67,1936478.45,7716.4,11559180.85,8467152.08,1071689.94,25435.28,1262621.42,2.8,22.2,5459.96,3098.5,4554.8,99.8
465,Baja California Sur,2014-01-01,131992435.9,4734134.5,1505717.15,347029.27,923182.84,235505.05,3228417.35,2282521.57,945895.79,28243.6,151260.26,3.6,15.9,7209.01,5135.36,6388.53,84.4
466,Campeche,2014-01-01,772825310.48,5715556.52,3042968.71,738853.66,1377317.44,722561.34,2672587.81,1483506.21,410197.65,7569.63,119804.03,0.7,3.4,6291.86,6483.13,6392.27,76.3
467,Coahuila de Zaragoza,2014-01-01,639581423.53,14251801.36,4350643.74,2341882.64,1411454.1,307279.74,9901157.62,8128752.66,1248366.97,31896.88,1705156.24,2.2,22.9,4864.89,4886.36,4871.42,92.9
468,Colima,2014-01-01,106989994.94,3811892.25,1771580.02,425735.21,1248892.12,96952.69,2040312.23,1655989.1,384323.12,12125.83,156255.24,3.6,10.9,5111.19,5681.84,5361.45,94.5
469,Chiapas,2014-01-01,334615562.76,17631892.39,12276969.73,7025645.14,3443821.07,90342.69,5354922.66,2837742.67,1189757.39,1727.43,211244.46,5.3,17.6,4735.07,3027.12,3399.53,99.3
470,Chihuahua,2014-01-01,562251774.6,17501739.21,7132769.99,2623309.5,2153201.97,1921734.17,10368969.23,9052342.3,1214080.28,29778.67,1596772.33,3.1,22.8,4757.43,4774.89,4764.53,73.1
471,Distrito Federal,2014-01-01,3093859408.95,93511015.32,28518657.55,17351885.03,4042317.26,6943561.28,64992357.77,44626198.67,17485439.68,18545.93,23609140.39,3.0,6.7,13054.51,7319.63,10536.78,75.7
472,Durango,2014-01-01,221130857.89,7982259.78,3622819.96,1146980.24,1858160.45,203074.38,4359439.82,3286213.96,997650.06,44667.69,183791.21,3.6,16.6,4648.93,4477.73,4569.63,94.4
473,Guanajuato,2014-01-01,715883943.91,21729000.87,11624265.24,7643573.43,2622653.87,1358037.94,10104735.63,7863319.29,1584808.95,40362.71,1136318.16,3.0,23.1,4369.09,3362.77,3766.17,88.3
474,Guerrero,2014-01-01,261550822.26,14153398.45,9395181.44,4959824.33,3893779.81,333968.65,4758217.01,3298617.16,1459599.85,66854.72,119765.86,5.4,16.5,5854.31,3436.5,3990.57,96.4
475,Hidalgo,2014-01-01,280304280.22,10695665.6,6809666.16,3348123.34,2563226.38,207125.16,3885999.44,2638249.49,855788.65,281328.56,186440.18,3.8,14.8,4083.63,3600.75,3762.39,97.0
476,Jalisco,2014-01-01,1226708018.28,34186009.17,14250260.52,6114581.61,4700488.16,3435190.75,19935748.64,17891122.95,1887268.35,8807.97,3941636.38,2.8,29.4,5000.52,3700.14,4361.57,75.9
477,México,2014-01-01,1612960875.7,70961314.28,39648511.89,24178955.82,9067531.18,6233967.69,31312802.38,19021569.61,2101752.87,189209.71,3503173.86,4.4,33.3,4283.72,4259.06,4269.91,84.3
478,Michoacán de Ocampo,2014-01-01,442637307.81,16345141.64,9280454.51,5279467.29,2949245.82,46930.9,7064687.12,5095453.17,1884647.5,100668.57,387780.28,3.7,22.5,4791.37,3003.98,3581.44,99.5
479,Morelos,2014-01-01,208887608.19,8279712.16,3843535.38,2198536.89,1493201.78,151796.71,4436176.78,3091679.09,1277595.62,31338.3,453819.99,4.0,23.2,5751.71,3413.1,4363.73,96.1
480,Nayarit,2014-01-01,124505321.29,5223106.64,2644025.31,903187.84,1315784.46,205057.28,2579081.33,2002620.27,576461.05,26910.07,96117.46,4.2,19.0,4590.75,4135.15,4348.23,92.2
481,Nuevo León,2014-01-01,1337323589.63,23211145.99,4792106.37,2245704.92,2257836.87,288564.58,18419039.62,14702985.58,1498814.81,26221.15,7617648.85,1.7,22.5,5326.15,3081.02,4629.65,94.0
482,Oaxaca,2014-01-01,293959540.19,14998708.53,10989843.68,5914669.64,3430192.96,206719.83,4008864.86,2304705.72,1287241.09,52813.19,113003.3,5.1,17.9,3785.2,3754.49,3762.65,98.1
483,Puebla,2014-01-01,596843482.04,21064293.75,12647683.76,7807034.09,3184510.15,691721.34,8416609.99,6853410.55,1325070.77,46076.8,1141191.65,3.5,22.5,4739.03,2903.86,3435.42,94.5
484,Querétaro de Arteaga,2014-01-01,390386461.08,7207413.75,3629711.13,1631842.81,1528364.53,469503.79,3577702.61,3096056.16,388699.94,97666.99,1184832.63,1.8,19.7,3496.31,3816.1,3650.37,87.1
485,Quintana Roo,2014-01-01,271987790.53,6949321.37,3296065.19,1144159.19,1341529.37,810376.63,3653256.18,3091772.91,561483.27,64479.0,478300.21,2.6,26.4,4152.27,5070.44,4542.41,75.4
486,San Luis Potosí,2014-01-01,363678221.89,10729344.14,5625346.26,2756255.75,1780766.97,382406.98,5103997.88,3940492.61,991485.56,141857.64,778721.83,3.0,19.8,4183.65,3729.79,3932.74,93.2
487,Sinaloa,2014-01-01,385173937.34,13302285.66,5406974.66,1827670.45,2180951.34,1125537.67,7895311.0,6222328.27,1552844.07,110838.47,552458.94,3.5,20.1,4849.5,4063.49,4496.0,79.2
488,Sonora,2014-01-01,588664894.76,17123850.31,4695801.85,1550121.1,2096852.39,1048828.37,12428048.45,7795199.74,1109366.95,279099.9,1031534.58,2.9,23.2,7140.83,4076.06,5920.16,77.7
489,Tabasco,2014-01-01,634346733.96,12406758.78,7834123.39,2912548.84,2045414.15,2876160.4,4572635.39,2232671.19,547061.18,18852.58,302775.64,2.0,6.7,5386.66,5186.23,5258.34,63.3
490,Tamaulipas,2014-01-01,551625437.09,17781311.75,7931344.0,2870518.88,2661086.25,2080329.63,9849967.75,6500326.36,1483999.51,215664.54,1282824.28,3.2,15.9,5036.43,5127.0,5076.43,73.8
491,Tlaxcala,2014-01-01,104013317.31,5278665.77,3402156.49,1748641.88,1329561.18,323953.43,1876509.28,1410947.4,465561.88,13168.71,41363.6,5.1,26.3,4881.33,3882.84,4187.33,90.5
492,Veracruz de Ignacio de la Llave,2014-01-01,907802707.37,31911499.22,15813872.53,8661084.49,5114979.26,747003.2,16097626.7,10417535.32,2371879.69,36025.2,578757.67,3.5,12.4,5722.6,3057.06,3995.98,95.3
493,Yucatán,2014-01-01,257064308.85,11782714.68,5306899.1,2087063.61,1810367.13,945796.39,6475815.58,4890056.57,1078022.41,26345.84,614652.11,4.6,21.7,6161.63,5100.22,5633.58,82.2
494,Zacatecas,2014-01-01,174378485.05,6685986.21,4001957.7,1300379.88,1820729.51,335291.93,2684028.51,2015143.45,668885.06,16027.16,75414.55,3.8,21.4,4546.8,4112.95,4276.78,91.6
495,Estados Unidos Mexicanos,2015-01-01,20131610233.37,619513913.61,284857330.12,132144514.46,86892782.97,44921589.47,334656583.49,238984325.75,56984095.7,6739376.83,56647093.46,3.1,14.8,6125.48,4291.81,5119.7,84.2
496,Aguascalientes,2015-01-01,236658145.28,7006360.83,2984786.49,771422.2,1464802.49,748561.8,4021574.34,3213673.18,662278.79,181099.7,375510.14,3.0,24.3,5760.05,5063.46,5441.16,74.9
497,Baja California,2015-01-01,624028441.61,16750260.26,4322979.57,2018337.29,2055945.66,157457.31,12427280.69,9066464.97,1166418.35,255805.22,1347331.93,2.7,23.1,5774.87,3245.01,4807.56,96.4
498,Baja California Sur,2015-01-01,154073133.01,5221414.68,1649577.5,342447.99,1077683.57,225740.07,3571837.19,2546633.29,1025203.9,40234.66,201720.77,3.4,17.9,7726.93,5468.13,6834.95,86.3
499,Campeche,2015-01-01,474203069.78,5742476.66,3035295.1,729099.73,1471107.78,637318.81,2707181.56,1585817.06,427049.72,15817.21,100058.63,1.2,2.9,6266.29,6378.61,6325.16,79.0
500,Coahuila de Zaragoza,2015-01-01,681509588.45,15361987.52,4780450.29,2310966.45,1886321.67,294198.34,10581537.23,8645629.95,1402591.46,46015.83,1884893.13,2.3,23.3,5130.49,5322.25,5188.67,93.8
501,Colima,2015-01-01,109929191.24,4161897.56,1910893.54,420114.9,1320002.81,170775.82,2251004.02,1859495.2,391508.82,14545.6,87459.36,3.8,13.0,5533.03,6035.19,5752.81,91.1
502,Chiapas,2015-01-01,331948903.75,18411812.21,12727674.47,6932896.64,3955988.39,114825.77,5684137.74,3068635.9,1274943.13,47044.9,179584.09,5.5,17.5,4953.36,3100.32,3505.14,99.1
503,Chihuahua,2015-01-01,634246536.48,18859217.43,7817150.39,2588678.09,2367867.62,2432536.37,11042067.03,9700148.62,1252702.75,84869.49,1776685.35,3.0,24.1,5008.84,5192.0,5083.17,68.9
504,Distrito Federal,2015-01-01,3200793921.72,102108983.15,29248901.69,17122815.49,4180376.31,7015813.61,72860081.46,49453257.38,19258892.21,17967.27,23233365.51,3.2,6.7,14644.75,7539.48,11531.74,76.0
505,Durango,2015-01-01,230155483.62,8514099.57,3902412.41,1131838.48,2003196.69,361877.65,4611687.16,3450929.19,1067497.29,35781.64,171670.44,3.7,17.1,4859.27,4784.26,4824.6,90.7
506,Guanajuato,2015-01-01,788042330.9,22524670.83,12053388.92,7542667.4,2708578.27,1795484.42,10471281.91,8270951.4,1646653.96,36503.17,1740937.94,2.9,24.5,4482.37,3462.12,3871.81,85.1
507,Guerrero,2015-01-01,271978848.95,14387087.0,9127259.66,4894347.6,3988465.45,87519.96,5259827.34,3660591.23,1599236.11,16137.01,103328.75,5.3,18.7,6417.21,3320.82,4032.1,99.0
508,Hidalgo,2015-01-01,307631529.85,11106583.65,6824128.52,3303923.36,2663806.43,209874.56,4282455.14,2946633.4,972974.88,164835.94,175255.7,3.6,15.9,4430.91,3569.34,3858.64,96.9
509,Jalisco,2015-01-01,1313153724.84,35101865.16,14221508.48,6033860.44,4527977.33,3655926.03,20880356.68,18774004.69,1959579.88,21703.53,3640642.26,2.7,27.8,5167.86,3655.12,4425.76,74.3
510,México,2015-01-01,1691053437.22,74739926.79,43578385.03,23859759.25,9558724.61,9949298.19,31161541.76,20267592.96,2267356.63,178966.46,3655793.74,4.4,29.9,4194.15,4616.04,4430.24,77.2
511,Michoacán de Ocampo,2015-01-01,457016284.15,16961590.85,9467816.55,5209770.81,2872766.94,424900.98,7493774.3,5383512.63,2012195.76,101796.41,306160.53,3.7,22.5,5037.25,3045.46,3690.11,95.5
512,Morelos,2015-01-01,215777941.42,8653496.61,3924490.17,2169513.08,1567080.33,185737.89,4729006.44,3181328.36,1450173.64,23271.72,393454.49,4.0,21.7,6051.53,3445.88,4506.21,95.3
513,Nayarit,2015-01-01,134060712.36,5748364.5,2961978.84,891264.47,1602879.43,240975.29,2786385.66,2176903.78,609481.89,21374.18,84528.42,4.3,19.8,4857.19,4555.94,4697.16,91.9
514,Nuevo León,2015-01-01,1428386928.52,24594979.29,5090659.17,2216058.42,2543890.75,328837.56,19504320.13,15669398.29,1570101.21,51321.26,7986178.23,1.7,21.4,5550.91,3238.05,4835.96,93.5
515,Oaxaca,2015-01-01,312130050.39,16900561.69,12635981.18,5836587.6,3835194.01,1499820.16,4264580.51,2470178.45,1421299.66,49968.59,98243.25,5.4,19.3,3992.13,4292.04,4212.19,88.1
516,Puebla,2015-01-01,629537634.91,22736879.96,13394997.72,7703970.15,3409180.08,1394975.63,9341882.24,7353654.1,1619940.34,46015.83,1188456.15,3.6,23.5,5199.19,3046.37,3670.89,89.6
517,Querétaro de Arteaga,2015-01-01,429653268.69,7577973.76,3713322.41,1610300.17,1575028.26,523296.39,3864651.35,3390887.71,316940.06,67974.71,1375482.87,1.8,19.0,3712.12,3854.47,3780.53,85.9
518,Quintana Roo,2015-01-01,289581984.3,7134259.69,3157038.65,1129054.66,1458254.28,569729.71,3977221.04,3401816.1,575404.94,0.0,512909.59,2.5,25.0,4382.96,4730.38,4530.19,82.0
519,San Luis Potosí,2015-01-01,395054232.45,10595830.95,5160873.53,2719869.26,1717240.15,76005.77,5434957.43,4220261.61,1041637.51,23811.81,883625.82,2.7,17.6,4404.05,3396.66,3848.16,98.5
520,Sinaloa,2015-01-01,417545682.71,13762052.21,5356674.93,1803542.6,2418426.86,869548.96,8405377.28,6543050.15,1729147.27,108294.44,548752.49,3.3,19.5,5108.25,4000.15,4611.07,83.8
521,Sonora,2015-01-01,626747510.12,20521101.66,4794074.97,1529657.3,2187443.01,1074129.22,15727026.7,8229045.01,1159692.88,207209.05,1130282.86,3.3,28.2,8898.73,4113.37,6997.05,77.6
522,Tabasco,2015-01-01,502217401.75,13000920.91,8377354.2,2874099.06,2517385.51,2985869.63,4623566.71,2439564.39,602801.62,9327.64,290486.81,2.6,10.1,5378.42,5496.06,5453.64,64.4
523,Tamaulipas,2015-01-01,583073593.07,19316900.83,8362186.11,2832623.95,2878183.04,2325307.42,10954714.72,7829170.84,1696605.31,121780.04,1322299.34,3.3,16.0,5527.12,5355.66,5451.57,72.2
524,Tlaxcala,2015-01-01,113702233.22,5569561.4,3556836.68,1725557.32,1489065.28,338385.41,2012724.72,1529268.04,483456.68,12858.26,36482.36,4.9,25.3,5155.86,4005.75,4356.98,90.5
525,Veracruz de Ignacio de la Llave,2015-01-01,927350911.91,34398474.14,17742247.16,8546745.87,5760720.21,2102508.46,16656226.98,11209002.38,2433413.46,156480.74,635322.61,3.7,14.5,5866.27,3407.05,4274.79,88.1
526,Yucatán,2015-01-01,271670732.57,13206841.33,6061546.69,2059511.4,1808490.22,1714629.18,7145294.65,5283675.24,1191834.13,43722.96,716357.11,4.9,24.0,6700.22,5760.09,6233.28,71.7
527,Zacatecas,2015-01-01,184199042.93,7102944.66,4244712.96,1283213.02,2020709.54,409723.07,2858231.7,2163150.22,695081.48,18039.54,73829.2,3.9,22.1,4792.21,4332.95,4506.75,90.3
528,Estados Unidos Mexicanos,2016-01-01,21120511293.68,621449520.29,285090001.79,130545575.0,89921564.45,43269704.01,336359518.49,240928753.53,55490077.52,6128194.58,64418047.02,2.9,14.1,6081.53,4257.29,5082.46,84.8
529,Aguascalientes,2016-01-01,269345778.68,7074686.27,2901263.87,762088.05,1498369.81,640806.01,4173422.39,3611529.96,560126.75,196101.37,504323.29,2.6,21.3,5890.64,4865.77,5422.28,77.9
530,Baja California,2016-01-01,665351546.9,16931385.56,4376775.76,1993915.55,2097781.6,176861.84,12554609.8,9336238.84,1049233.02,410448.08,1513812.43,2.5,22.0,5741.78,3246.51,4790.07,96.0
531,Baja California Sur,2016-01-01,163219085.54,4966951.07,1535642.18,338304.39,914769.41,278145.39,3431308.89,2556693.58,874615.31,42527.24,167679.68,3.0,15.9,7197.16,4952.01,6312.34,81.9
532,Campeche,2016-01-01,433264615.22,5567170.37,2756762.0,720277.68,1498270.41,339848.44,2810408.37,1607687.0,418174.03,28146.18,101638.55,1.3,2.6,6398.72,5715.83,6041.31,87.7
533,Coahuila de Zaragoza,2016-01-01,721822126.59,15702402.86,5170353.94,2283003.93,1829643.22,772147.7,10532048.92,8699886.79,1369985.35,26625.23,218262.78,2.2,22.6,5040.32,5707.95,5242.22,85.1
534,Colima,2016-01-01,119608355.09,4116980.68,1860442.99,415031.54,1311800.63,133610.82,2256537.69,1936159.31,320378.38,15367.46,1922273.47,3.4,12.6,5445.68,5789.42,5595.82,92.8
535,Chiapas,2016-01-01,340050766.08,18113735.83,12511705.16,6849009.07,3874278.87,63492.55,5602030.68,3139924.01,1146373.14,5721.82,1866389.81,5.3,18.1,4813.55,3011.85,3406.14,99.5
536,Chihuahua,2016-01-01,681885142.17,17577575.73,6462340.92,2557355.27,2502319.39,972203.64,11115234.8,9879112.33,1168352.41,73233.15,165139.87,2.6,22.5,4986.2,4259.72,4692.01,85.0
537,Distrito Federal,2016-01-01,3341290638.23,100773470.59,29717994.14,16915630.61,4290237.09,7719752.74,71055476.45,47964797.38,19799204.08,10572.21,26496224.09,3.0,5.8,14293.67,7694.38,11408.21,74.0
538,Durango,2016-01-01,246613981.17,8443439.08,3930420.02,1118143.3,2060259.98,343107.1,4513019.06,3467623.77,1042649.84,43416.76,184506.57,3.4,17.8,4700.66,4780.81,4737.64,91.3
539,Guanajuato,2016-01-01,833489631.27,23567618.79,12806425.08,7451401.64,2887631.09,2460853.03,10761193.7,8577966.8,1451385.66,39465.98,4103442.09,2.8,25.3,4562.16,3653.53,4019.02,80.8
