VAR,Variable,Country,Year,Value
CANCLUNC,Malignant neoplasms of lung,Slovak Republic,2008-01-01,10.6
CANCLUNC,Malignant neoplasms of lung,Slovak Republic,2012-01-01,14.3
CANCBREC,Malignant neoplasms of female breast,Slovak Republic,2002-01-01,48.0
CANCBREC,Malignant neoplasms of female breast,Slovak Republic,2008-01-01,53.4
CANCBREC,Malignant neoplasms of female breast,Slovak Republic,2012-01-01,57.5
CANCCEIX,Malignant neoplasms of cervix,Slovak Republic,2002-01-01,18.5
CANCCEIX,Malignant neoplasms of cervix,Slovak Republic,2008-01-01,15.8
CANCCEIX,Malignant neoplasms of cervix,Slovak Republic,2012-01-01,16.1
CANCTOCA,Malignant neoplasms,Spain,2000-01-01,166.3
CANCTOCA,Malignant neoplasms,Spain,2002-01-01,179.1
CANCTOCA,Malignant neoplasms,Spain,2008-01-01,187.0
CANCTOCA,Malignant neoplasms,Spain,2012-01-01,198.2
CANCCOLC,Malignant neoplasms of colon,Spain,2000-01-01,21.0
CANCCOLC,Malignant neoplasms of colon,Spain,2002-01-01,22.5
CANCCOLC,Malignant neoplasms of colon,Spain,2008-01-01,22.9
CANCCOLC,Malignant neoplasms of colon,Spain,2012-01-01,24.2
CANCLUNC,Malignant neoplasms of lung,Spain,2000-01-01,4.0
CANCLUNC,Malignant neoplasms of lung,Spain,2002-01-01,5.4
CANCLUNC,Malignant neoplasms of lung,Spain,2008-01-01,7.7
CANCLUNC,Malignant neoplasms of lung,Spain,2012-01-01,11.3
CANCBREC,Malignant neoplasms of female breast,Spain,2000-01-01,47.9
CANCBREC,Malignant neoplasms of female breast,Spain,2002-01-01,50.9
CANCBREC,Malignant neoplasms of female breast,Spain,2008-01-01,61.0
CANCBREC,Malignant neoplasms of female breast,Spain,2012-01-01,67.3
CANCCEIX,Malignant neoplasms of cervix,Spain,2000-01-01,7.2
CANCCEIX,Malignant neoplasms of cervix,Spain,2002-01-01,7.6
CANCCEIX,Malignant neoplasms of cervix,Spain,2008-01-01,6.3
CANCCEIX,Malignant neoplasms of cervix,Spain,2012-01-01,7.8
CANCTOCA,Malignant neoplasms,Sweden,2000-01-01,250.1
CANCTOCA,Malignant neoplasms,Sweden,2002-01-01,251.8
CANCTOCA,Malignant neoplasms,Sweden,2008-01-01,240.7
CANCTOCA,Malignant neoplasms,Sweden,2012-01-01,248.7
CANCCOLC,Malignant neoplasms of colon,Sweden,2000-01-01,24.6
CANCCOLC,Malignant neoplasms of colon,Sweden,2002-01-01,26.2
CANCCOLC,Malignant neoplasms of colon,Sweden,2008-01-01,26.0
CANCCOLC,Malignant neoplasms of colon,Sweden,2012-01-01,26.5
CANCLUNC,Malignant neoplasms of lung,Sweden,2000-01-01,12.1
CANCLUNC,Malignant neoplasms of lung,Sweden,2002-01-01,14.4
CANCLUNC,Malignant neoplasms of lung,Sweden,2008-01-01,18.1
CANCLUNC,Malignant neoplasms of lung,Sweden,2012-01-01,19.1
CANCBREC,Malignant neoplasms of female breast,Sweden,2000-01-01,81.0
CANCBREC,Malignant neoplasms of female breast,Sweden,2002-01-01,87.8
CANCBREC,Malignant neoplasms of female breast,Sweden,2008-01-01,82.7
CANCBREC,Malignant neoplasms of female breast,Sweden,2012-01-01,80.4
CANCCEIX,Malignant neoplasms of cervix,Sweden,2000-01-01,9.4
CANCCEIX,Malignant neoplasms of cervix,Sweden,2002-01-01,8.2
CANCCEIX,Malignant neoplasms of cervix,Sweden,2008-01-01,7.4
CANCCEIX,Malignant neoplasms of cervix,Sweden,2012-01-01,7.4
CANCTOCA,Malignant neoplasms,Switzerland,2000-01-01,211.3
CANCTOCA,Malignant neoplasms,Switzerland,2002-01-01,240.1
CANCTOCA,Malignant neoplasms,Switzerland,2008-01-01,236.0
CANCTOCA,Malignant neoplasms,Switzerland,2012-01-01,245.9
CANCCOLC,Malignant neoplasms of colon,Switzerland,2000-01-01,23.8
CANCCOLC,Malignant neoplasms of colon,Switzerland,2002-01-01,25.2
CANCCOLC,Malignant neoplasms of colon,Switzerland,2008-01-01,21.5
CANCCOLC,Malignant neoplasms of colon,Switzerland,2012-01-01,23.6
CANCLUNC,Malignant neoplasms of lung,Switzerland,2000-01-01,11.6
CANCLUNC,Malignant neoplasms of lung,Switzerland,2002-01-01,13.8
CANCLUNC,Malignant neoplasms of lung,Switzerland,2008-01-01,17.0
CANCLUNC,Malignant neoplasms of lung,Switzerland,2012-01-01,20.7
CANCBREC,Malignant neoplasms of female breast,Switzerland,2000-01-01,70.1
CANCBREC,Malignant neoplasms of female breast,Switzerland,2002-01-01,81.7
CANCBREC,Malignant neoplasms of female breast,Switzerland,2008-01-01,89.4
CANCBREC,Malignant neoplasms of female breast,Switzerland,2012-01-01,83.1
CANCCEIX,Malignant neoplasms of cervix,Switzerland,2000-01-01,7.2
CANCCEIX,Malignant neoplasms of cervix,Switzerland,2002-01-01,8.3
CANCCEIX,Malignant neoplasms of cervix,Switzerland,2008-01-01,4.0
CANCCEIX,Malignant neoplasms of cervix,Switzerland,2012-01-01,3.6
CANCTOCA,Malignant neoplasms,Turkey,2002-01-01,91.2
CANCTOCA,Malignant neoplasms,Turkey,2008-01-01,112.8
CANCTOCA,Malignant neoplasms,Turkey,2012-01-01,161.6
CANCCOLC,Malignant neoplasms of colon,Turkey,2002-01-01,8.5
CANCCOLC,Malignant neoplasms of colon,Turkey,2008-01-01,9.1
CANCCOLC,Malignant neoplasms of colon,Turkey,2012-01-01,13.1
CANCLUNC,Malignant neoplasms of lung,Turkey,2002-01-01,5.3
CANCLUNC,Malignant neoplasms of lung,Turkey,2008-01-01,5.2
CANCLUNC,Malignant neoplasms of lung,Turkey,2012-01-01,8.8
CANCBREC,Malignant neoplasms of female breast,Turkey,2002-01-01,22.0
CANCBREC,Malignant neoplasms of female breast,Turkey,2008-01-01,28.3
CANCBREC,Malignant neoplasms of female breast,Turkey,2012-01-01,39.1
CANCCEIX,Malignant neoplasms of cervix,Turkey,2002-01-01,4.5
CANCCEIX,Malignant neoplasms of cervix,Turkey,2008-01-01,4.2
CANCCEIX,Malignant neoplasms of cervix,Turkey,2012-01-01,4.3
CANCTOCA,Malignant neoplasms,United Kingdom,2000-01-01,234.3
CANCTOCA,Malignant neoplasms,United Kingdom,2002-01-01,260.6
CANCTOCA,Malignant neoplasms,United Kingdom,2008-01-01,249.5
CANCTOCA,Malignant neoplasms,United Kingdom,2012-01-01,267.3
CANCCOLC,Malignant neoplasms of colon,United Kingdom,2000-01-01,25.3
CANCCOLC,Malignant neoplasms of colon,United Kingdom,2002-01-01,26.5
CANCCOLC,Malignant neoplasms of colon,United Kingdom,2008-01-01,23.5
CANCCOLC,Malignant neoplasms of colon,United Kingdom,2012-01-01,24.4
CANCLUNC,Malignant neoplasms of lung,United Kingdom,2000-01-01,21.8
CANCLUNC,Malignant neoplasms of lung,United Kingdom,2002-01-01,24.9
CANCLUNC,Malignant neoplasms of lung,United Kingdom,2008-01-01,23.7
CANCLUNC,Malignant neoplasms of lung,United Kingdom,2012-01-01,25.8
CANCBREC,Malignant neoplasms of female breast,United Kingdom,2000-01-01,74.9
CANCBREC,Malignant neoplasms of female breast,United Kingdom,2002-01-01,87.2
CANCBREC,Malignant neoplasms of female breast,United Kingdom,2008-01-01,87.9
CANCBREC,Malignant neoplasms of female breast,United Kingdom,2012-01-01,95.0
CANCCEIX,Malignant neoplasms of cervix,United Kingdom,2000-01-01,9.3
CANCCEIX,Malignant neoplasms of cervix,United Kingdom,2002-01-01,8.3
CANCCEIX,Malignant neoplasms of cervix,United Kingdom,2008-01-01,7.2
CANCCEIX,Malignant neoplasms of cervix,United Kingdom,2012-01-01,7.1
CANCTOCA,Malignant neoplasms,United States,2002-01-01,308.8
CANCTOCA,Malignant neoplasms,United States,2008-01-01,274.4
CANCTOCA,Malignant neoplasms,United States,2012-01-01,297.4
CANCCOLC,Malignant neoplasms of colon,United States,2002-01-01,33.1
CANCCOLC,Malignant neoplasms of colon,United States,2008-01-01,25.0
CANCCOLC,Malignant neoplasms of colon,United States,2012-01-01,22.0
CANCLUNC,Malignant neoplasms of lung,United States,2002-01-01,36.1
CANCLUNC,Malignant neoplasms of lung,United States,2008-01-01,36.2
CANCLUNC,Malignant neoplasms of lung,United States,2012-01-01,33.7
CANCBREC,Malignant neoplasms of female breast,United States,2002-01-01,101.1
CANCBREC,Malignant neoplasms of female breast,United States,2008-01-01,76.0
CANCBREC,Malignant neoplasms of female breast,United States,2012-01-01,92.9
CANCCEIX,Malignant neoplasms of cervix,United States,2002-01-01,7.7
CANCCEIX,Malignant neoplasms of cervix,United States,2008-01-01,5.7
CANCCEIX,Malignant neoplasms of cervix,United States,2012-01-01,6.6
CANCTOCA,Malignant neoplasms,Brazil,2012-01-01,186.8
CANCCOLC,Malignant neoplasms of colon,Brazil,2012-01-01,14.9
CANCLUNC,Malignant neoplasms of lung,Brazil,2012-01-01,12.2
CANCBREC,Malignant neoplasms of female breast,Brazil,2012-01-01,59.5
CANCCEIX,Malignant neoplasms of cervix,Brazil,2012-01-01,16.3
CANCTOCA,Malignant neoplasms,Chile,2008-01-01,159.5
CANCTOCA,Malignant neoplasms,Chile,2012-01-01,163.3
CANCCOLC,Malignant neoplasms of colon,Chile,2008-01-01,11.9
CANCCOLC,Malignant neoplasms of colon,Chile,2012-01-01,14.4
CANCLUNC,Malignant neoplasms of lung,Chile,2008-01-01,9.2
CANCLUNC,Malignant neoplasms of lung,Chile,2012-01-01,10.2
CANCBREC,Malignant neoplasms of female breast,Chile,2008-01-01,40.1
CANCBREC,Malignant neoplasms of female breast,Chile,2012-01-01,34.8
CANCCEIX,Malignant neoplasms of cervix,Chile,2008-01-01,14.4
CANCCEIX,Malignant neoplasms of cervix,Chile,2012-01-01,12.8
CANCTOCA,Malignant neoplasms,China (People's Republic of),2012-01-01,139.9
CANCCOLC,Malignant neoplasms of colon,China (People's Republic of),2012-01-01,11.6
CANCLUNC,Malignant neoplasms of lung,China (People's Republic of),2012-01-01,20.4
CANCBREC,Malignant neoplasms of female breast,China (People's Republic of),2012-01-01,22.1
CANCCEIX,Malignant neoplasms of cervix,China (People's Republic of),2012-01-01,7.5
CANCTOCA,Malignant neoplasms,Estonia,2008-01-01,203.5
CANCTOCA,Malignant neoplasms,Estonia,2012-01-01,202.7
CANCCOLC,Malignant neoplasms of colon,Estonia,2008-01-01,22.2
CANCCOLC,Malignant neoplasms of colon,Estonia,2012-01-01,22.6
CANCLUNC,Malignant neoplasms of lung,Estonia,2008-01-01,9.0
CANCLUNC,Malignant neoplasms of lung,Estonia,2012-01-01,9.4
CANCBREC,Malignant neoplasms of female breast,Estonia,2008-01-01,50.2
CANCBREC,Malignant neoplasms of female breast,Estonia,2012-01-01,51.6
CANCCEIX,Malignant neoplasms of cervix,Estonia,2008-01-01,15.8
CANCCEIX,Malignant neoplasms of cervix,Estonia,2012-01-01,19.9
CANCTOCA,Malignant neoplasms,India,2012-01-01,97.4
CANCCOLC,Malignant neoplasms of colon,India,2012-01-01,5.1
CANCLUNC,Malignant neoplasms of lung,India,2012-01-01,3.1
CANCBREC,Malignant neoplasms of female breast,India,2012-01-01,25.8
CANCCEIX,Malignant neoplasms of cervix,India,2012-01-01,22.0
CANCTOCA,Malignant neoplasms,Indonesia,2012-01-01,134.4
CANCCOLC,Malignant neoplasms of colon,Indonesia,2012-01-01,10.1
CANCLUNC,Malignant neoplasms of lung,Indonesia,2012-01-01,8.1
CANCBREC,Malignant neoplasms of female breast,Indonesia,2012-01-01,40.3
CANCCEIX,Malignant neoplasms of cervix,Indonesia,2012-01-01,17.3
CANCTOCA,Malignant neoplasms,Israel,2008-01-01,280.4
CANCTOCA,Malignant neoplasms,Israel,2012-01-01,258.7
CANCCOLC,Malignant neoplasms of colon,Israel,2008-01-01,36.3
CANCCOLC,Malignant neoplasms of colon,Israel,2012-01-01,30.3
CANCLUNC,Malignant neoplasms of lung,Israel,2008-01-01,16.1
CANCLUNC,Malignant neoplasms of lung,Israel,2012-01-01,14.4
CANCBREC,Malignant neoplasms of female breast,Israel,2008-01-01,96.8
CANCBREC,Malignant neoplasms of female breast,Israel,2012-01-01,80.5
CANCCEIX,Malignant neoplasms of cervix,Israel,2008-01-01,5.6
CANCCEIX,Malignant neoplasms of cervix,Israel,2012-01-01,4.6
CANCTOCA,Malignant neoplasms,Russia,2012-01-01,187.1
CANCCOLC,Malignant neoplasms of colon,Russia,2012-01-01,21.8
CANCLUNC,Malignant neoplasms of lung,Russia,2012-01-01,6.8
CANCBREC,Malignant neoplasms of female breast,Russia,2012-01-01,45.6
CANCCEIX,Malignant neoplasms of cervix,Russia,2012-01-01,15.3
CANCTOCA,Malignant neoplasms,Slovenia,2008-01-01,231.8
CANCTOCA,Malignant neoplasms,Slovenia,2012-01-01,251.5
CANCCOLC,Malignant neoplasms of colon,Slovenia,2008-01-01,25.0
CANCCOLC,Malignant neoplasms of colon,Slovenia,2012-01-01,27.0
CANCLUNC,Malignant neoplasms of lung,Slovenia,2008-01-01,16.7
CANCLUNC,Malignant neoplasms of lung,Slovenia,2012-01-01,17.5
CANCBREC,Malignant neoplasms of female breast,Slovenia,2008-01-01,65.5
CANCBREC,Malignant neoplasms of female breast,Slovenia,2012-01-01,66.5
CANCCEIX,Malignant neoplasms of cervix,Slovenia,2008-01-01,13.7
CANCCEIX,Malignant neoplasms of cervix,Slovenia,2012-01-01,10.5
CANCTOCA,Malignant neoplasms,South Africa,2012-01-01,168.9
CANCCOLC,Malignant neoplasms of colon,South Africa,2012-01-01,9.5
CANCLUNC,Malignant neoplasms of lung,South Africa,2012-01-01,11.2
CANCBREC,Malignant neoplasms of female breast,South Africa,2012-01-01,41.5
CANCCEIX,Malignant neoplasms of cervix,South Africa,2012-01-01,31.7
CANCTOCA,Malignant neoplasms,Australia,2002-01-01,347.2
CANCTOCA,Malignant neoplasms,Australia,2008-01-01,360.5
CANCTOCA,Malignant neoplasms,Australia,2012-01-01,373.9
CANCCOLC,Malignant neoplasms of colon,Australia,2002-01-01,47.4
CANCCOLC,Malignant neoplasms of colon,Australia,2008-01-01,46.0
CANCCOLC,Malignant neoplasms of colon,Australia,2012-01-01,45.5
CANCLUNC,Malignant neoplasms of lung,Australia,2002-01-01,39.5
CANCLUNC,Malignant neoplasms of lung,Australia,2008-01-01,32.9
CANCLUNC,Malignant neoplasms of lung,Australia,2012-01-01,33.3
CANCPROC,Malignant neoplasms of prostate,Australia,2002-01-01,76.0
CANCPROC,Malignant neoplasms of prostate,Australia,2008-01-01,105.0
CANCPROC,Malignant neoplasms of prostate,Australia,2012-01-01,115.2
CANCTOCA,Malignant neoplasms,Austria,2000-01-01,281.9
CANCTOCA,Malignant neoplasms,Austria,2002-01-01,312.9
CANCTOCA,Malignant neoplasms,Austria,2008-01-01,293.5
CANCTOCA,Malignant neoplasms,Austria,2012-01-01,295.2
CANCCOLC,Malignant neoplasms of colon,Austria,2000-01-01,43.2
CANCCOLC,Malignant neoplasms of colon,Austria,2002-01-01,42.1
CANCCOLC,Malignant neoplasms of colon,Austria,2008-01-01,36.7
CANCCOLC,Malignant neoplasms of colon,Austria,2012-01-01,34.0
CANCLUNC,Malignant neoplasms of lung,Austria,2000-01-01,42.1
CANCLUNC,Malignant neoplasms of lung,Austria,2002-01-01,42.6
CANCLUNC,Malignant neoplasms of lung,Austria,2008-01-01,36.0
CANCLUNC,Malignant neoplasms of lung,Austria,2012-01-01,37.1
CANCPROC,Malignant neoplasms of prostate,Austria,2000-01-01,49.8
CANCPROC,Malignant neoplasms of prostate,Austria,2002-01-01,71.4
CANCPROC,Malignant neoplasms of prostate,Austria,2008-01-01,83.1
CANCPROC,Malignant neoplasms of prostate,Austria,2012-01-01,74.7
CANCTOCA,Malignant neoplasms,Belgium,2000-01-01,329.7
CANCTOCA,Malignant neoplasms,Belgium,2002-01-01,347.4
CANCTOCA,Malignant neoplasms,Belgium,2008-01-01,356.7
CANCTOCA,Malignant neoplasms,Belgium,2012-01-01,364.8
CANCCOLC,Malignant neoplasms of colon,Belgium,2000-01-01,37.4
CANCCOLC,Malignant neoplasms of colon,Belgium,2002-01-01,37.0
CANCCOLC,Malignant neoplasms of colon,Belgium,2008-01-01,44.0
CANCCOLC,Malignant neoplasms of colon,Belgium,2012-01-01,45.2
CANCLUNC,Malignant neoplasms of lung,Belgium,2000-01-01,76.4
CANCLUNC,Malignant neoplasms of lung,Belgium,2002-01-01,75.3
CANCLUNC,Malignant neoplasms of lung,Belgium,2008-01-01,58.0
CANCLUNC,Malignant neoplasms of lung,Belgium,2012-01-01,56.6
CANCPROC,Malignant neoplasms of prostate,Belgium,2000-01-01,57.5
CANCPROC,Malignant neoplasms of prostate,Belgium,2002-01-01,74.2
CANCPROC,Malignant neoplasms of prostate,Belgium,2008-01-01,102.3
CANCPROC,Malignant neoplasms of prostate,Belgium,2012-01-01,90.9
CANCTOCA,Malignant neoplasms,Canada,2002-01-01,327.4
CANCTOCA,Malignant neoplasms,Canada,2008-01-01,325.9
CANCTOCA,Malignant neoplasms,Canada,2012-01-01,320.8
CANCCOLC,Malignant neoplasms of colon,Canada,2002-01-01,42.2
CANCCOLC,Malignant neoplasms of colon,Canada,2008-01-01,45.4
CANCCOLC,Malignant neoplasms of colon,Canada,2012-01-01,42.6
CANCLUNC,Malignant neoplasms of lung,Canada,2002-01-01,55.8
CANCLUNC,Malignant neoplasms of lung,Canada,2008-01-01,40.3
CANCLUNC,Malignant neoplasms of lung,Canada,2012-01-01,42.5
CANCPROC,Malignant neoplasms of prostate,Canada,2002-01-01,78.2
CANCPROC,Malignant neoplasms of prostate,Canada,2008-01-01,101.5
CANCPROC,Malignant neoplasms of prostate,Canada,2012-01-01,88.9
CANCTOCA,Malignant neoplasms,Czech Republic,2002-01-01,330.9
CANCTOCA,Malignant neoplasms,Czech Republic,2008-01-01,343.6
CANCTOCA,Malignant neoplasms,Czech Republic,2012-01-01,345.9
CANCCOLC,Malignant neoplasms of colon,Czech Republic,2002-01-01,58.5
CANCCOLC,Malignant neoplasms of colon,Czech Republic,2008-01-01,60.7
CANCCOLC,Malignant neoplasms of colon,Czech Republic,2012-01-01,54.0
CANCLUNC,Malignant neoplasms of lung,Czech Republic,2002-01-01,66.1
CANCLUNC,Malignant neoplasms of lung,Czech Republic,2008-01-01,52.9
CANCLUNC,Malignant neoplasms of lung,Czech Republic,2012-01-01,50.9
CANCPROC,Malignant neoplasms of prostate,Czech Republic,2002-01-01,38.1
CANCPROC,Malignant neoplasms of prostate,Czech Republic,2008-01-01,63.0
CANCPROC,Malignant neoplasms of prostate,Czech Republic,2012-01-01,72.2
CANCTOCA,Malignant neoplasms,Denmark,2000-01-01,278.7
CANCTOCA,Malignant neoplasms,Denmark,2002-01-01,277.2
CANCTOCA,Malignant neoplasms,Denmark,2008-01-01,337.4
CANCTOCA,Malignant neoplasms,Denmark,2012-01-01,354.3
CANCCOLC,Malignant neoplasms of colon,Denmark,2000-01-01,38.8
CANCCOLC,Malignant neoplasms of colon,Denmark,2002-01-01,41.0
CANCCOLC,Malignant neoplasms of colon,Denmark,2008-01-01,45.2
CANCCOLC,Malignant neoplasms of colon,Denmark,2012-01-01,45.9
CANCLUNC,Malignant neoplasms of lung,Denmark,2000-01-01,46.8
CANCLUNC,Malignant neoplasms of lung,Denmark,2002-01-01,45.3
CANCLUNC,Malignant neoplasms of lung,Denmark,2008-01-01,43.4
CANCLUNC,Malignant neoplasms of lung,Denmark,2012-01-01,41.6
CANCPROC,Malignant neoplasms of prostate,Denmark,2000-01-01,31.2
CANCPROC,Malignant neoplasms of prostate,Denmark,2002-01-01,39.3
CANCPROC,Malignant neoplasms of prostate,Denmark,2008-01-01,72.5
CANCPROC,Malignant neoplasms of prostate,Denmark,2012-01-01,91.3
CANCTOCA,Malignant neoplasms,Finland,2000-01-01,259.3
CANCTOCA,Malignant neoplasms,Finland,2002-01-01,264.1
CANCTOCA,Malignant neoplasms,Finland,2008-01-01,283.0
CANCTOCA,Malignant neoplasms,Finland,2012-01-01,290.1
CANCCOLC,Malignant neoplasms of colon,Finland,2000-01-01,25.2
CANCCOLC,Malignant neoplasms of colon,Finland,2002-01-01,25.5
CANCCOLC,Malignant neoplasms of colon,Finland,2008-01-01,27.6
CANCCOLC,Malignant neoplasms of colon,Finland,2012-01-01,28.2
CANCLUNC,Malignant neoplasms of lung,Finland,2000-01-01,36.8
CANCLUNC,Malignant neoplasms of lung,Finland,2002-01-01,33.4
CANCLUNC,Malignant neoplasms of lung,Finland,2008-01-01,29.9
CANCLUNC,Malignant neoplasms of lung,Finland,2012-01-01,29.9
CANCPROC,Malignant neoplasms of prostate,Finland,2000-01-01,72.9
CANCPROC,Malignant neoplasms of prostate,Finland,2002-01-01,84.4
CANCPROC,Malignant neoplasms of prostate,Finland,2008-01-01,96.6
CANCPROC,Malignant neoplasms of prostate,Finland,2012-01-01,96.6
CANCTOCA,Malignant neoplasms,France,2000-01-01,342.6
CANCTOCA,Malignant neoplasms,France,2002-01-01,341.8
CANCTOCA,Malignant neoplasms,France,2008-01-01,360.6
CANCTOCA,Malignant neoplasms,France,2012-01-01,356.0
CANCCOLC,Malignant neoplasms of colon,France,2000-01-01,39.8
CANCCOLC,Malignant neoplasms of colon,France,2002-01-01,40.8
CANCCOLC,Malignant neoplasms of colon,France,2008-01-01,36.0
CANCCOLC,Malignant neoplasms of colon,France,2012-01-01,36.1
CANCLUNC,Malignant neoplasms of lung,France,2000-01-01,53.5
CANCLUNC,Malignant neoplasms of lung,France,2002-01-01,52.6
CANCLUNC,Malignant neoplasms of lung,France,2008-01-01,47.7
CANCLUNC,Malignant neoplasms of lung,France,2012-01-01,52.0
CANCPROC,Malignant neoplasms of prostate,France,2000-01-01,56.5
CANCPROC,Malignant neoplasms of prostate,France,2002-01-01,59.3
CANCPROC,Malignant neoplasms of prostate,France,2008-01-01,118.3
CANCPROC,Malignant neoplasms of prostate,France,2012-01-01,98.0
CANCTOCA,Malignant neoplasms,Germany,2000-01-01,312.3
CANCTOCA,Malignant neoplasms,Germany,2002-01-01,317.7
CANCTOCA,Malignant neoplasms,Germany,2008-01-01,330.7
CANCTOCA,Malignant neoplasms,Germany,2012-01-01,323.7
CANCCOLC,Malignant neoplasms of colon,Germany,2000-01-01,45.0
CANCCOLC,Malignant neoplasms of colon,Germany,2002-01-01,45.5
CANCCOLC,Malignant neoplasms of colon,Germany,2008-01-01,45.2
CANCCOLC,Malignant neoplasms of colon,Germany,2012-01-01,39.7
CANCLUNC,Malignant neoplasms of lung,Germany,2000-01-01,50.3
CANCLUNC,Malignant neoplasms of lung,Germany,2002-01-01,46.7
CANCLUNC,Malignant neoplasms of lung,Germany,2008-01-01,42.4
CANCLUNC,Malignant neoplasms of lung,Germany,2012-01-01,38.8
CANCPROC,Malignant neoplasms of prostate,Germany,2000-01-01,53.6
CANCPROC,Malignant neoplasms of prostate,Germany,2002-01-01,60.5
CANCPROC,Malignant neoplasms of prostate,Germany,2008-01-01,82.7
CANCPROC,Malignant neoplasms of prostate,Germany,2012-01-01,77.3
CANCTOCA,Malignant neoplasms,Greece,2000-01-01,225.1
CANCTOCA,Malignant neoplasms,Greece,2002-01-01,234.9
CANCTOCA,Malignant neoplasms,Greece,2008-01-01,187.6
CANCTOCA,Malignant neoplasms,Greece,2012-01-01,194.8
CANCCOLC,Malignant neoplasms of colon,Greece,2000-01-01,17.4
CANCCOLC,Malignant neoplasms of colon,Greece,2002-01-01,19.4
CANCCOLC,Malignant neoplasms of colon,Greece,2008-01-01,15.4
CANCCOLC,Malignant neoplasms of colon,Greece,2012-01-01,16.3
CANCLUNC,Malignant neoplasms of lung,Greece,2000-01-01,55.8
CANCLUNC,Malignant neoplasms of lung,Greece,2002-01-01,58.0
CANCLUNC,Malignant neoplasms of lung,Greece,2008-01-01,52.9
CANCLUNC,Malignant neoplasms of lung,Greece,2012-01-01,50.9
CANCPROC,Malignant neoplasms of prostate,Greece,2000-01-01,20.2
CANCPROC,Malignant neoplasms of prostate,Greece,2002-01-01,26.2
CANCPROC,Malignant neoplasms of prostate,Greece,2008-01-01,17.7
CANCPROC,Malignant neoplasms of prostate,Greece,2012-01-01,20.2
CANCTOCA,Malignant neoplasms,Hungary,2002-01-01,386.8
CANCTOCA,Malignant neoplasms,Hungary,2008-01-01,358.4
CANCTOCA,Malignant neoplasms,Hungary,2012-01-01,356.1
CANCCOLC,Malignant neoplasms of colon,Hungary,2002-01-01,56.6
CANCCOLC,Malignant neoplasms of colon,Hungary,2008-01-01,60.6
CANCCOLC,Malignant neoplasms of colon,Hungary,2012-01-01,58.9
CANCLUNC,Malignant neoplasms of lung,Hungary,2002-01-01,94.6
CANCLUNC,Malignant neoplasms of lung,Hungary,2008-01-01,79.3
CANCLUNC,Malignant neoplasms of lung,Hungary,2012-01-01,76.6
CANCPROC,Malignant neoplasms of prostate,Hungary,2002-01-01,34.0
CANCPROC,Malignant neoplasms of prostate,Hungary,2008-01-01,32.9
CANCPROC,Malignant neoplasms of prostate,Hungary,2012-01-01,37.5
CANCTOCA,Malignant neoplasms,Iceland,2002-01-01,288.4
CANCTOCA,Malignant neoplasms,Iceland,2008-01-01,315.1
CANCTOCA,Malignant neoplasms,Iceland,2012-01-01,299.5
CANCCOLC,Malignant neoplasms of colon,Iceland,2002-01-01,34.0
CANCCOLC,Malignant neoplasms of colon,Iceland,2008-01-01,34.9
CANCCOLC,Malignant neoplasms of colon,Iceland,2012-01-01,28.9
CANCLUNC,Malignant neoplasms of lung,Iceland,2002-01-01,30.0
CANCLUNC,Malignant neoplasms of lung,Iceland,2008-01-01,29.3
CANCLUNC,Malignant neoplasms of lung,Iceland,2012-01-01,31.0
CANCPROC,Malignant neoplasms of prostate,Iceland,2002-01-01,81.0
CANCPROC,Malignant neoplasms of prostate,Iceland,2008-01-01,102.2
CANCPROC,Malignant neoplasms of prostate,Iceland,2012-01-01,106.6
CANCTOCA,Malignant neoplasms,Ireland,2000-01-01,272.1
CANCTOCA,Malignant neoplasms,Ireland,2002-01-01,273.6
CANCTOCA,Malignant neoplasms,Ireland,2008-01-01,355.9
CANCTOCA,Malignant neoplasms,Ireland,2012-01-01,343.3
CANCCOLC,Malignant neoplasms of colon,Ireland,2000-01-01,44.2
CANCCOLC,Malignant neoplasms of colon,Ireland,2002-01-01,43.1
CANCCOLC,Malignant neoplasms of colon,Ireland,2008-01-01,44.5
CANCCOLC,Malignant neoplasms of colon,Ireland,2012-01-01,43.1
CANCLUNC,Malignant neoplasms of lung,Ireland,2000-01-01,39.5
CANCLUNC,Malignant neoplasms of lung,Ireland,2002-01-01,39.8
CANCLUNC,Malignant neoplasms of lung,Ireland,2008-01-01,37.9
CANCLUNC,Malignant neoplasms of lung,Ireland,2012-01-01,36.1
CANCPROC,Malignant neoplasms of prostate,Ireland,2000-01-01,47.8
CANCPROC,Malignant neoplasms of prostate,Ireland,2002-01-01,56.3
CANCPROC,Malignant neoplasms of prostate,Ireland,2008-01-01,126.3
CANCPROC,Malignant neoplasms of prostate,Ireland,2012-01-01,114.2
CANCTOCA,Malignant neoplasms,Italy,2000-01-01,290.5
CANCTOCA,Malignant neoplasms,Italy,2002-01-01,321.3
CANCTOCA,Malignant neoplasms,Italy,2008-01-01,310.0
CANCTOCA,Malignant neoplasms,Italy,2012-01-01,312.9
CANCCOLC,Malignant neoplasms of colon,Italy,2000-01-01,35.3
CANCCOLC,Malignant neoplasms of colon,Italy,2002-01-01,39.3
CANCCOLC,Malignant neoplasms of colon,Italy,2008-01-01,45.2
CANCCOLC,Malignant neoplasms of colon,Italy,2012-01-01,41.5
CANCLUNC,Malignant neoplasms of lung,Italy,2000-01-01,59.4
CANCLUNC,Malignant neoplasms of lung,Italy,2002-01-01,58.0
